! Author: Greg Thompson  NCAR/RAP,,,,,,,,,,,,,,
! Updated: NCEP/AWC,,,,,,,,,,,,,,
! Date:  2 MAR 2023,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"! This file is organized by state alphabetically, then by Canadian",,,,,,,,,,,,,,
! province and then all other stations.  The file was compiled from lists,,,,,,,,,,,,,,
! of the following:,,,,,,,,,,,,,,
!      METAR sites,,,,,,,,,,,,,,
!      NEXRADs,,,,,,,,,,,,,,
!      rawinsonde sites,,,,,,,,,,,,,,
!      wind profilers,,,,,,,,,,,,,,
"!      WFOs, RFCs, NCEP-Centers",,,,,,,,,,,,,,
!      AIRMET/SIGMET station list (VORs?),,,,,,,,,,,,,,
!      ARTCCs (Air Route Traffic Control Centers - FAA),,,,,,,,,,,,,,
!      old SAO sites for archive data access  (flagged in a special manner),,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
!   Country abbreviations from ISO 3166,,,,,,,,,,,,,,
!   source:  ftp://ftp.fu-berlin.de/doc/iso/iso3166-countrycodes.txt,,,,,,,,,,,,,,
!   another: http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
!   CD = 2 letter state (province) abbreviation,,,,,,,,,,,,,,
!   STATION = 16 character station long name,,,,,,,,,,,,,,
!   ICAO = 4-character international id,,,,,,,,,,,,,,
!   IATA = 3-character (FAA) id,,,,,,,,,,,,,,
!   SYNOP = 5-digit international synoptic number,,,,,,,,,,,,,,
!   LAT = Latitude (degrees minutes),,,,,,,,,,,,,,
!   LON = Longitude (degree minutes),,,,,,,,,,,,,,
!   ELEV = Station elevation (meters),,,,,,,,,,,,,,
!   M = METAR reporting station.   Also Z=obsolete? site,,,,,,,,,,,,,,
!   N = NEXRAD (WSR-88D) Radar site,,,,,,,,,,,,,,
"!   V = Aviation-specific flag (V=AIRMET/SIGMET end point, A=ARTCC T=TAF U=T+V)",,,,,,,,,,,,,,
!   U = Upper air (rawinsonde=X) or Wind Profiler (W) site,,,,,,,,,,,,,,
"!   A = Auto (A=ASOS, W=AWOS, M=Meso, H=Human, G=Augmented) (H/G not yet impl.)",,,,,,,,,,,,,,
!   C = Office type F=WFO/R=RFC/C=NCEP Center,,,,,,,,,,,,,,
!   Digit that follows is a priority for plotting (0=highest),,,,,,,,,,,,,,
!   Country code (2-char) is last column,,,,,,,,,,,,,,
!        1         2         3         4         5         6         7         8,,,,,,,,,,,,,,
!23456789012345678901234567890123456789012345678901234567890123456789012345678901234567890,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CD,STATION,ICAO,IATA,SYNOP,LAT,LONG,ELEV,M,N,V,U,A,C,country
KS,OLATHE/EXECUTIVE,KOJC,OJC,,38 51N,094 44W,328,X,,,,A,7,US
KS,OLATHE/INDUSTRIA,KIXD,JCI,,38 49N,094 53W,322,X,,T,,A,7,US
KS,OSWEGO/VOR,KOSW,,,37 09N,095 12W,283,,,V,,,8,US
KS,OTTAWA,KOWI,,,38 32N,095 15W,292,X,,,,,7,US
KS,PARSONS,KPPF,PPF,,37 20N,095 30W,265,X,,,,A,7,US
KS,PHILLIPSBURG,KPHG,,,39 44N,099 19W,582,X,,,,W,9,US
KS,PITTSBURG,KPTS,PTS,,37 27N,094 44W,286,X,,,,,8,US
KS,PRATT INDUST,KPTT,PTT,74543,37 42N,098 45W,594,X,,,,W,8,US
KS,RUSSELL,KRSL,RSL,,38 52N,098 49W,569,X,,T,,A,6,US
KS,SALINA,KSLN,SLN,,38 48N,097 39W,377,X,,U,,A,6,US
KS,SCOTT CITY,KTQK,,,38 28N,100 53W,906,X,,,,W,9,US
KS,SMITH CENTER,KK82,,,39 46N,098 48W,548,X,,,,W,9,US
KS,SMOKEY HILL GUN,,,74545,38 39N,097 48W,422,Z,,,,,8,US
KS,ST FRANCIS,KSYF,,,39 46N,101 48W,1041,X,,,,W,9,US
KS,SUBLETTE,K19S,,,37 29N,100 50W,886,X,,,,W,9,US
KS,SYRACUSE,K3K3,,,38 00N,101 45W,1010,X,,,,W,9,US
KS,TOPEKA/FORBES,KFOE,FOE,,38 56N,095 39W,315,X,,T,,A,6,US
KS,TOPEKA,KTOP,TOP,72456,39 04N,095 38W,268,X,,T,X,A,F 3,US
KS,TRIBUNE,KTRB,,,38 27N,101 45W,1103,X,,,,W,9,US
KS,ULYSSES,KULS,,,37 36N,101 22W,934,X,,,,W,9,US
KS,WAKEENEY,KWK6,,,39 02N,099 53W,752,X,,,,W,7,US
KS,WELLINGTON,KEGT,,,37 19N,097 23W,387,X,,,,W,9,US
KS,WICHITA/BEECH,KBEC,BEC,,37 42N,097 13W,421,X,,,,,8,US
KS,WICHITA/JABARA,K3KM,,,37 45N,097 13W,433,Z,,,,,8,US
KS,WICHITA/JABARA,KAAO,,,37 45N,097 13W,429,X,,,,A,7,US
KS,WICHITA,KICT,ICT,72450,37 39N,097 26W,428,X,X,U,,A,F 3,US
KS,WINFIELD/ARKANSA,KWLD,WLD,,37 10N,097 02W,351,X,,,,A,7,US
KY,ASHLAND,KDWU,,,38 33N,082 44W,165,X,,T,,,8,US
KY,BARDSTOWN,KBRY,BRY,,37 49N,085 30W,192,X,,,,,8,US
KY,BIG SANDY RGNL,KSJS,,,37 45N,082 38W,359,X,,T,,,8,US
KY,BOWLING GREE,KBWG,BWG,,36 58N,086 25W,159,X,,U,,A,4,US
KY,CAMPBELLSVILLE,KAAS,,,37 21N,085 19W,270,X,,,,,7,US
KY,COVINGTON,KCVG,CVG,72421,39 03N,084 40W,264,X,,U,,A,0,US
KY,DANVILLE,KDVK,,,37 35N,084 46W,309,X,,,,W,8,US
KY,ELIZABETHTOWN,KEKX,EKX,,37 41N,085 55W,234,X,,,,,8,US
KY,FALMOUTH,KK62,,,38 42N,084 24W,274,X,,,,W,8,US
KY,FLEMINGSBURG,KFGX,,,38 33N,083 45W,279,X,,,,,7,US
KY,FORT KNOX/88D,KLVX,LVX,,37 59N,085 57W,219,,X,,,,8,US
KY,FORT KNOX/GODMAN,KFTK,FTK,72424,37 54N,085 58W,225,X,,T,,,6,US
KY,FRANKFORT,KFFT,FFT,,38 11N,084 54W,235,X,,,,A,7,US
KY,GEORGETOWN,K27K,,,38 14N,084 26W,283,X,,,,,8,US
KY,GLASGOW,KGLW,GLW,,37 02N,085 57W,216,X,,,,W,8,US
KY,GREENVILLE,KM21,,,37 13N,087 09W,127,X,,,,,8,US
KY,HARLAN,KI35,,,36 52N,083 22W,467,X,,,,W,8,US
KY,HAZARD,KCPF,,,37 23N,083 16W,382,X,,,,,7,US
KY,HENDERSON CITY,KEHR,,,37 49N,087 40W,117,X,,,,,7,US
KY,HENDERSON CITY,KI26,,,37 49N,087 40W,117,Z,,,,,8,US
KY,HOPKINSVILLE,KHOP,HOP,74671,36 40N,087 30W,170,X,,T,,,6,US
KY,HOPKINTON/F CAMB,KHPX,HPX,,36 44N,087 17W,176,,X,,,,8,US
KY,LEBANON-SPRINGFI,K6I2,,,37 38N,085 15W,258,X,,,,,8,US
KY,LEWISPORT,KKY8,,,37 57N,086 52W,124,X,,,,,8,US
KY,LEXINGTON,KLEX,LEX,72422,38 02N,084 36W,294,X,,T,,A,4,US
KY,LONDON,KLOZ,LOZ,,37 05N,084 04W,361,X,,U,,A,6,US
KY,LOUISVILLE/BOWMN,KLOU,LOU,,38 13N,085 40W,165,X,,,,A,3,US
KY,LOUISVILLE,KSDF,SDF,72423,38 11N,085 44W,146,X,,T,,A,6,US
KY,LOUISVILLE VOR,KIIU,,,38 06N,085 35W,219,,,V,,,8,US
KY,LOUISVILLE/WFO,KLMK,,,38 14N,085 40W,166,X,,,,,F 8,US
KY,MADISONVILLE,K2I0,,,37 21N,087 24W,127,X,,,,W,8,US
KY,MARION,K5M9,,,37 20N,088 07W,199,X,,,,W,8,US
KY,MARION,KGDA,,,37 20N,088 06W,199,X,,,,W,8,US
KY,MAYFIELD,KM25,,,36 46N,088 35W,157,X,,,,W,8,US
KY,MIDDLESBORO-BELL,K1A6,,,36 37N,083 44W,348,X,,,,,8,US
KY,MONTICELLO/WAYNE,KEKQ,,,36 51N,084 51W,291,X,,,,A,7,US
KY,MOREHEAD,KM97,,,38 13N,083 35W,313,X,,,,,9,US
KY,MOREHEAD,KSYM,,,38 13N,083 35W,307,X,,T,,,9,US
KY,MOUNT STERLING,KIOB,,,38 03N,083 59W,301,X,,,,,8,US
KY,MURRAY KYLE-OAK,KCEY,CEY,,36 40N,088 22W,172,X,,,,W,8,US
KY,NOCTOR/JACKSON,KJKL,,,37 36N,083 19W,414,X,X,T,,A,F 5,US
KY,OWENSBORO/DAVIES,KOWB,OWB,,37 43N,087 10W,121,X,,T,,,7,US
KY,PADUCAH,KPAH,PAH,72435,37 04N,088 46W,125,X,X,T,,A,F 3,US
KY,PIKEVILLE,KPBX,PVL,,37 34N,082 34W,447,X,,,,,7,US
KY,PIKEVILLE (RAMOS,K5I3,,72413,37 28N,082 31W,446,Z,,,,,8,US
KY,PRESTONBURG,KK22,,,37 45N,082 38W,372,Z,,,,,8,US
KY,RICHMOND,KRGA,,,37 38N,084 20W,301,X,,,,,8,US
KY,RICHMOND/MADISON,KI39,,,37 38N,084 20W,306,X,,,,,8,US
KY,SOMERSET,KSME,SME,,37 03N,084 37W,279,X,,T,,W,7,US
KY,STURGIS,KTWT,,,37 33N,087 57W,113,X,,,,,7,US
KY,TOMPKINSVILLE,KTZV,,,36 44N,085 39W,316,X,,,,W,7,US
KY,WILLIAMSBURG,KBYL,,,36 48N,084 12W,355,X,,,,,8,US
LA,ABBEVILLE CC MEM,K0R3,,,29 59N,092 05W,5,Z,,,,,9,US
LA,ABBEVILLE CC MEM,KIYA,,,29 59N,092 05W,4,X,,,,A,8,US
LA,ALEXANDRIA/AFB,K01R,,74755,31 08N,092 34W,67,Z,,,,,8,US
LA,ALEXANDRIA,KAEX,AEX,74754,31 20N,092 34W,25,X,,U,,A,6,US
LA,ALEXANDRIA,KESF,ESF,,31 24N,092 17W,27,X,,T,,A,6,US
LA,AMELIA/LAKE PALO,K7R3,,,29 41N,091 05W,2,X,,,,,8,US
LA,ATLANTIS    OILP,KATP,,,27 12N,090 02W,50,X,,,,,8,US
LA,AUDUBON PARK,KAUD,,,29 56N,090 08W,2,X,,,,,7,US
LA,BARKSDALE AFB,KBAD,BAD,,32 30N,093 40W,49,X,,T,,,6,US
LA,BASTROP MOREHOUS,K2F8,,,32 45N,091 53W,51,Z,,,,,8,US
LA,BASTROP MOREHOUS,KBQP,,,32 45N,091 53W,50,X,,,,W,8,US
LA,BATON ROUGE,KBTR,BTR,,30 32N,091 09W,20,X,,U,,A,4,US
LA,BOGALUSA CARR F,KBXA,BXA,,30 49N,089 52W,35,X,,,,W,8,US
LA,BOOTHVILLE HEL,KLNQ,,,29 21N,089 26W,1,X,,,,,8,US
LA,BOOTHVILLE,KBVE,,72232,29 19N,089 24W,0,X,,T,,,8,US
LA,CAMERON HELIPORT,K7R5,,,29 46N,093 17W,1,X,,,,W,8,US
LA,CAMERON,KCVW,,,29 47N,093 18W,1,X,,,,,7,US
LA,CHENAULT/LK CHAS,KCWF,CWF,,30 13N,093 09W,4,X,,,,,7,US
LA,DEQUINCEY IND AR,K5R8,,,30 26N,093 28W,26,X,,,,,7,US
LA,DERIDDER/FSS,KDRI,DRI,,30 50N,093 20W,59,X,,,,W,8,US
LA,E CAMERON278OILP,KEHC,,,28 26N,092 53W,31,X,,,,,9,US
LA,E CAMERON 321A,KEZP,,,28 13N,092 48W,30,X,,,,,8,US
LA,E CAMERON 346,KE12,,,28 04N,092 42W,1,X,,,,W,8,US
LA,E CAMERON 47JP,KCMB,,,29 26N,092 59W,29,X,,,,,8,US
LA,EUGENE I 215OILP,KEIR,,,28 38N,091 29W,28,X,,,,,8,US
LA,EUGENE IS. 266C,K41I,,,28 28N,091 47W,31,Z,,,,,8,US
LA,EUGENE IS 330,K3B6,,,28 14N,091 41W,1,X,,,,W,8,US
LA,EUGENE ISLAND 25,KEKE,,,28 30N,091 35W,31,X,,,,,7,US
LA,FORT POLK FR,KPOE,POE,,31 03N,093 12W,98,X,X,T,,,4,US
LA,FOURCHON (SAWRS),K9F2,,,29 06N,090 12W,2,X,,,,W,8,US
LA,FULLERTON/POLK,KBKB,,,31 01N,092 55W,74,X,,,,,8,US
LA,GALLIANO HELIPRT,K2GL,,,29 25N,090 18W,3,X,,,,W,8,US
LA,GALLIANO HELIPRT,K2LS,,,29 25N,090 18W,0,X,,,,W,8,US
LA,GALLIANO,KGAO,,,29 27N,090 16W,0,X,,,,W,8,US
LA,GALLIANO,KL49,,,29 27N,090 16W,1,Z,,,,,8,US
LA,GARDEN BANKS172,KGHB,,,27 50N,091 59W,30,X,,,,W,8,US
LA,GARDEN BANKS 23,,,99447,27 22N,093 12W,1,Z,,,,,8,US
LA,GARDEN BANKS 426,KAGI,,,27 33N,092 27W,41,X,,,,,7,US
LA,GOMEX 354,KSQE,,,28 04N,090 49W,29,X,,,,,8,US
LA,GONZALES,KL38,,,30 10N,090 56W,4,X,,,,,7,US
LA,GONZALES,KREG,,,30 10N,090 56W,3,X,,,,,8,US
LA,GRAND CHEINER,KL29,,,29 48N,092 50W,1,Z,,,,,8,US
LA,GRAND CHENIER,K3L4,,,29 48N,092 48W,1,X,,,,,8,US
LA,GRAND ISLE (SAWR,KAXO,,99429,29 15N,089 58W,2,X,,,,,7,US
LA,GRAND ISLE (VOR),KLEV,,,29 11N,090 06W,2,,,V,,,8,US
LA,GREEN CANYON 184,KG01,,,27 54N,091 30W,1,Z,,,,,8,US
LA,GREEN CANYON 184,KXCN,,,27 46N,091 31W,1,X,,,,,7,US
LA,GREEN CANYON 19,KXER,,,27 57N,090 59W,40,Z,,,,,8,US
LA,GREEN CANYON 338,KGRY,,,27 38N,090 27W,58,X,,,,,8,US
LA,GREEN CANYON 52,K28K,,,27 53N,091 30W,1,X,,,,,7,US
LA,HAMMOND,KHDC,,,30 31N,090 25W,12,X,,T,,W,7,US
LA,HARVEY/N ORLEANS,KHRV,,,29 51N,090 00W,1,,,V,,,8,US
LA,HIGH IS. 179A,KXIH,,,29 11N,094 31W,75,X,,,,,8,US
LA,HIGH IS. 264C,KH08,,,28 28N,093 44W,30,X,,,,,7,US
LA,HIGH IS. A489B,KL40,,,28 12N,094 12W,30,Z,,,,,8,US
LA,HIGH IS. A572C,KH39,,,27 57N,093 59W,30,Z,,,,,8,US
LA,HIGH ISLAND 334A,KH02,,,28 06N,093 24W,30,X,,,,,7,US
LA,HIGH ISLAND 511,K01T,,,28 08N,094 24W,30,Z,,,,,8,US
LA,HOUMA TERREBONNE,KHUM,HUM,,29 34N,090 40W,1,X,,T,,,7,US
LA,INDEPEDENCE 920,KIPN,,,28 05N,087 59W,40,X,,,,,9,US
LA,INTRACOASTAL CIT,K7R4,,,29 46N,092 07W,5,X,,,,W,8,US
LA,JENNINGS,K3R7,,,30 15N,092 40W,5,X,,,,,8,US
LA,KEATHLEY C 875,K18H,,,26 08N,092 02W,30,X,,,,,8,US
LA,LAFAYETTE,KLFT,LFT,,30 12N,091 58W,9,X,,T,,A,6,US
LA,LAKE CHARLES,KLCH,LCH,72240,30 08N,093 13W,2,X,X,U,X,A,F 3,US
LA,LEEVILLE,K7R2,,,29 13N,090 14W,1,Z,,,,,8,US
LA,MAGNOLIA OILP,KGBK,,,27 12N,092 12W,20,X,,,,,9,US
LA,MAIN PASS 133C,,,99444,29 24N,088 24W,1,Z,,,,,8,US
LA,MAIN PASS 140B,KMIS,,,29 18N,088 51W,24,X,,,,,8,US
LA,MAIN PASS 289C,KVKY,,,29 15N,088 26W,32,X,,,,,8,US
LA,MAIN PASS 299,KMPM,,,29 16N,088 46W,1,Z,,,,W,8,US
LA,MANFIELD,K3F3,,,32 04N,093 46W,96,X,,,,,7,US
LA,MARATHON-VENICE,K5LA,,,29 17N,089 22W,0,X,,,,,7,US
LA,MINDEN,KF24,,,32 39N,093 18W,85,Z,,,,,8,US
LA,MINDEN,KMNE,,,32 39N,093 18W,84,X,,,,W,8,US
LA,MISS CANYAN 807,KCYD,,,28 10N,089 13W,30,X,,,,,8,US
LA,MISS CANYON 311A,KMDJ,,,28 39N,089 48W,20,X,,,,,9,US
LA,MISS CANYON 474,KIKT,,,28 31N,088 17W,36,X,,,,,8,US
LA,MISS CANYON 724,KGLX,,,28 14N,088 59W,32,X,,,,,7,US
LA,MISS. CANYON,K1G7,,,28 47N,089 03W,18,Z,,,,,8,US
LA,MISSISSIPPI CANY,KDSF,,,28 21N,088 16W,40,X,,,,W,8,US
LA,MONROE,KMLU,MLU,,32 31N,092 02W,22,X,,U,,A,6,US
LA,NATCHITOCHES,KIER,,,31 44N,093 06W,35,X,,,,,7,US
LA,NEW IBERIA,KARA,ARA,,30 02N,091 53W,5,X,,T,,A,7,US
LA,NEW ORLEANS/INTL,KMSY,MSY,72231,30 00N,090 15W,0,X,,T,,A,0,US
LA,NEW ORLEANS/LAKE,KNEW,NEW,,30 03N,090 02W,1,X,,T,,A,1,US
LA,NEW ORLEANS NAS,KNBG,NBG,,29 50N,090 01W,0,X,,T,,,6,US
LA,NEW ORLEANS RFC,KORN,,,30 15N,089 46W,3,,,,,,R 8,US
LA,NEW ORLEANS/SUPE,K7N0,,,29 57N,090 04W,0,X,,,,,7,US
LA,NEW ORLEANS/SUPE,KVSH,,,29 57N,090 04W,9,X,,,,,7,US
LA,NEW ROADS,KHZR,,,30 43N,091 29W,11,X,,,,W,8,US
LA,OAKDALE ALLEN P,KACP,,,30 45N,092 41W,31,X,,,,W,7,US
LA,OAKDALE ALLEN P,KL42,,,30 45N,092 41W,33,Z,,,,,8,US
LA,OFFSHORE,KH78,,,28 11N,088 29W,43,X,,,,,8,US
LA,OPELOUSAS,KOPL,OPL,,30 33N,092 06W,22,X,,,,,8,US
LA,PATTERSON MEMORI,KPTN,PTN,,29 43N,091 20W,2,X,,,,,7,US
LA,PEASON RIDG/POLK,KAQV,,,31 24N,093 18W,123,X,,,,,8,US
LA,PHI OIL PLATF,K4C0,,,29 47N,093 11W,1,X,,,,H,8,US
LA,PORT FOURCHON,KXPY,,,29 07N,090 12W,18,X,,,,W,8,US
LA,RESERVE,K1L0,,,30 05N,090 35W,2,X,,,,,8,US
LA,RESERVE,KAPS,,,30 05N,090 35W,1,X,,,,,8,US
LA,RUSTON REGIONAL,KRSN,RSN,,32 31N,092 35W,86,X,,,,A,7,US
LA,SABINE 13B  OILP,KVBS,,,29 29N,093 38W,21,X,,,,,9,US
LA,SALT POINT,KP92,,,29 34N,091 32W,1,X,,,,A,7,US
LA,SELF STRIP/POLK,KDNK,,,31 07N,093 09W,114,X,,,,,8,US
LA,SHIP SHOAL178,KSPR,,,28 36N,091 12W,26,X,,,,,9,US
LA,SHIP SHOAL 198G,KS65,,,28 30N,091 12W,2,Z,,,,,8,US
LA,SHIP SHOAL 207,KGSM,,,28 32N,090 59W,1,X,,,,W,7,US
LA,SHIP SHOAL 224A,KS02,,,28 30N,091 18W,2,Z,,,,,8,US
LA,SHIP SHOAL 241,KPZZ,,,28 26N,091 02W,25,X,,,,,8,US
LA,SHREVEPORT/DWNTN,KDTN,DTN,,32 33N,093 45W,53,X,,T,,A,6,US
LA,SHREVEPORT,KSHV,SHV,72248,32 27N,093 50W,70,X,X,T,X,A,F 3,US
LA,SHREVEPORT(VOR),KEIC,,,32 46N,093 49W,80,,,V,,,8,US
LA,SLIDELL 22,KASD,,,30 21N,089 49W,8,X,,T,,A,2,US
LA,SLIDELL/88D,KLIX,LIX,72233,30 20N,089 50W,7,,X,,X,,F 8,US
LA,SLIDELL,K6R0,,,30 21N,089 49W,8,Z,,,,,8,US
LA,SLIDELL,KSIL,,,30 15N,089 46W,3,Z,,,,,8,US
LA,S MARSH268  OILP,KSCF,,,29 07N,091 52W,22,X,,,,,9,US
LA,S MARSH ISL 268,KSRN,,,29 07N,091 52W,1,X,,,,,7,US
LA,S MARSH ISLAND,K7R8,,,28 18N,091 58W,1,X,,,,W,8,US
LA,SOUTHLAND FIELD,KL75,,,30 08N,093 22W,2,Z,,,,,8,US
LA,SOUTH PASS 89E,KMTK,,,28 42N,089 24W,50,Z,,,,,8,US
LA,SOUTH TIMBALIER,KS58,,,28 31N,090 34W,1,X,,,,,7,US
LA,SOUTHWEST PASS,,,99401,28 54N,089 34W,1,Z,,,,,8,US
LA,S. PASS BLK 62A,KH18,,,28 59N,089 08W,1,Z,,,,,8,US
LA,S TIMBALIER 301B,KSTZ,,,28 10N,090 40W,25,X,,,,,8,US
LA,SULPHUR,KUXL,,,30 08N,093 23W,2,X,,,,,8,US
LA,TALLULAH/VICKSBU,KTVR,,,32 21N,091 02W,25,X,,,,A,7,US
LA,VENICE HELIPORT,K1B7,,,29 21N,089 26W,1,X,,,,,7,US
LA,VENICE/HELIPORT,K3V8,,,29 07N,089 12W,80,Z,,,,,8,US
LA,VENICE,K7R1,,,29 16N,089 22W,3,Z,,,,,8,US
LA,VERMILION 331,KVQT,,,28 16N,092 16W,25,X,,,,,8,US
LA,VERMILLION26OILP,KVNP,,,29 28N,092 22W,21,X,,,,,9,US
LA,VERMILLION AREA,KVRX,,,28 03N,092 27W,1,Z,,,,,8,US
LA,VERMILLION,K7W2,,,28 35N,092 28W,1,Z,,,,,8,US
LA,VIDALIA/CONCORDI,K0R4,,,31 34N,091 30W,16,X,,,,,7,US
LA,WALKER RIDGE 29,KWBF,,,26 56N,090 30W,40,X,,,,,8,US
LA,W. CAMERON 522,KW76,,,28 22N,093 30W,30,Z,,,,,8,US
LA,W. CAMERON 556,K37C,,,28 22N,093 30W,30,Z,,,,,8,US
LA,W. CAMERON 560,KW60,,,28 09N,093 21W,1,X,,,,W,8,US
LA,W. CAMERON 587,K7B5,,,28 05N,093 12W,1,Z,,,,,8,US
LA,WINNFIELD PROFIL,,WNF,74753,31 53N,092 46W,93,,,,W,,8,US
MA,ASHBURNHAM,K9B4,,,42 39N,071 52W,363,Z,,,,,8,US
MA,AYER,KAYE,,,42 34N,071 36W,82,Z,,,,,8,US
MA,BARRE FALLS,K8B5,,,42 25N,072 04W,178,Z,,,,,8,US
MA,BEDFORD,KBED,BED,74490,42 28N,071 18W,39,X,,T,,A,2,US
MA,BEVERLY,KBVY,BVY,,42 35N,070 55W,28,X,,,,A,7,US
MA,BLUE HILL OBS,,,74995,41 13N,071 07W,192,,,,,,8,US
MA,BOSTON,KBOS,BOS,72509,42 22N,071 01W,4,X,,U,,A,0,US
MA,BOSTON/RFC,KTAR,,,41 57N,071 08W,36,,,,,,R 8,US
MA,BOSTON/TAUNTON,KBOX,BOX,,41 57N,071 08W,36,,X,,,,F 8,US
MA,BUZZARDS BAY (L,,,99414,41 24N,071 58W,1,Z,,,,,8,US
MA,CHATHAM,,,74493,41 40N,069 58W,16,,,,,,8,US
MA,CHATHAM,KCHH,,74494,41 40N,069 58W,16,X,,,X,,8,US
MA,CHATHAM,KCQX,,,41 41N,070 00W,17,X,,,,A,7,US
MA,CHICOPEE/WESTOVE,,,72491,42 12N,072 31W,75,X,,,,,7,US
MA,CHICOPEE/WESTOVE,KCEF,CEF,74491,42 12N,072 31W,72,X,,T,,,7,US
MA,EAST MILTON,KMQE,,,42 13N,071 07W,192,X,,,,A,7,US
MA,FALMOUTH/OTIS AB,KFMH,FMH,72506,41 39N,070 31W,35,X,,T,,,7,US
MA,FITCHBURG,KFIT,,,42 33N,071 45W,102,X,,,,A,7,US
MA,GARDNER,KGDM,GDM,,42 34N,071 58W,290,Z,,,,,8,US
MA,G BARRINGTON,KGBR,GBR,,42 12N,073 21W,199,Z,,,,,8,US
MA,HYANNIS,KHYA,HYA,,41 40N,070 16W,11,X,,T,,A,6,US
MA,KNIGHTVILLE,K7B2,,,42 16N,072 52W,192,Z,,,,,8,US
MA,LAWRENCE,KLWM,LWM,,42 43N,071 08W,42,X,,,,A,7,US
MA,MARSHFIELD,K3B2,,,42 06N,070 40W,4,Z,,,,,7,US
MA,MARSHFIELD,KGHG,,,42 06N,070 40W,3,X,,,,,7,US
MA,MARTHAS VINEYARD,KMVY,MVY,,41 24N,070 37W,18,X,,,,A,7,US
MA,NANTUCKET,KACK,ACK,,41 15N,070 04W,12,X,,U,,A,2,US
MA,NEW BEDFORD,KEWB,EWB,,41 41N,070 57W,22,X,,,,A,7,US
MA,NEWBURYPORT,K2B2,,,42 49N,070 55W,6,Z,,,,,8,US
MA,NORTH ADAMS,K2B6,,,42 42N,073 11W,199,Z,,,,,8,US
MA,NORTH ADAMS,KAQW,,,42 42N,073 10W,196,X,,,,,7,US
MA,NORWOOD,KOWD,OWD,,42 11N,071 10W,14,X,,,,A,7,US
MA,ORANGE,KORE,,,42 34N,072 17W,165,X,,,,A,7,US
MA,PITTSFIELD,KPSF,PSF,,42 26N,073 17W,352,X,,T,,A,7,US
MA,PLYMOUTH,KPYM,PYM,,41 55N,070 44W,42,X,,,,A,7,US
MA,PROVINCETOWN,KPVC,PVC,,42 04N,070 13W,1,X,,,,W,7,US
MA,SOUTH WEYMOUTH,KNZW,,,42 08N,070 55W,49,X,,,,,7,US
MA,TAUNTON,KTAN,,,41 53N,071 01W,8,X,,,,A,7,US
MA,WESTFIELD,KBAF,BAF,,42 10N,072 43W,80,X,,T,,A,6,US
MA,WORCESTER,KORH,ORH,,42 16N,071 52W,306,X,,T,,A,6,US
MA,WORTHINGTON,KWOR,,,42 23N,072 55W,392,Z,,,,,8,US
MD,ABERDEEN/PHILLIP,KAPG,APG,,39 28N,076 10W,18,X,,,,,8,US
MD,ANDREWS AFB,KADW,ADW,74594,38 49N,076 52W,87,X,,T,,,6,US
MD,ANNAPOLIS/NAVAL,KNAK,,,38 59N,076 29W,2,X,,,,A,7,US
MD,BALTIMORE/DWNTWN,KDMH,,,39 17N,076 37W,4,X,,,,A,7,US
MD,BALTIMORE/MARTIN,KMTN,MTN,,39 19N,076 25W,2,X,,T,,,6,US
MD,BALTO/WASH INTL,KBWI,BWI,72406,39 10N,076 41W,42,X,,T,,A,3,US
MD,CAMBRIDGE-DORCH,KCGE,CGE,,38 32N,076 02W,5,X,,,,W,8,US
MD,CAMP DAVID,KDVD,,,39 39N,077 28W,152,Z,,,,,8,US
MD,CAMP SPRING/NCEP,KWNO,,,38 51N,076 56W,50,,,,,,C 9,US
MD,CAMP SPRINGS/CPC,KWNC,,,38 51N,076 56W,50,,,,,,C 9,US
MD,CAMP SPRINGS/DBC,KWNB,,,38 51N,076 56W,50,,,,,,C 9,US
MD,CAMP SPRINGS/HPC,KWNH,,,38 51N,076 56W,50,,,,,,C 9,US
MD,CAMP SPRINGS/MPC,KWNM,,,38 51N,076 56W,50,,,,,,C 9,US
MD,CARROLL CNTY,KDMW,,,39 36N,077 00W,239,X,,,,W,8,US
MD,CLINTON,KW32,,,38 45N,076 56W,76,X,,,,W,7,US
MD,COLLEGE PARK,KCGS,CGS,,38 59N,076 55W,15,X,,,,W,8,US
MD,CUMBERLAND REG,KCBE,CBE,,39 37N,078 46W,226,X,,,,,7,US
MD,EASTON/NEWNAM,KESN,ESN,,38 48N,076 04W,14,X,,,,W,8,US
MD,FORT MEADE,KFME,FME,,39 05N,076 46W,43,X,,,,W,8,US
MD,FORT RITCHIE,KJWX,,,39 43N,077 25W,84,X,,,,,7,US
MD,FORT RITCHIE/SIT,K43M,,,39 43N,077 25W,275,Z,,,,,8,US
MD,FREDERICK,KFDK,FDK,,39 25N,077 22W,82,X,,,,W,7,US
MD,GAITHERSBURG,KGAI,GAI,,39 10N,077 10W,151,X,,,,W,8,US
MD,GARRETT CO,K2G4,,,39 35N,079 20W,908,X,,,,W,8,US
