! Author: Greg Thompson  NCAR/RAP,,,,,,,,,,,,,,
! Updated: NCEP/AWC,,,,,,,,,,,,,,
! Date:  2 MAR 2023,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"! This file is organized by state alphabetically, then by Canadian",,,,,,,,,,,,,,
! province and then all other stations.  The file was compiled from lists,,,,,,,,,,,,,,
! of the following:,,,,,,,,,,,,,,
!      METAR sites,,,,,,,,,,,,,,
!      NEXRADs,,,,,,,,,,,,,,
!      rawinsonde sites,,,,,,,,,,,,,,
!      wind profilers,,,,,,,,,,,,,,
"!      WFOs, RFCs, NCEP-Centers",,,,,,,,,,,,,,
!      AIRMET/SIGMET station list (VORs?),,,,,,,,,,,,,,
!      ARTCCs (Air Route Traffic Control Centers - FAA),,,,,,,,,,,,,,
!      old SAO sites for archive data access  (flagged in a special manner),,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
!   Country abbreviations from ISO 3166,,,,,,,,,,,,,,
!   source:  ftp://ftp.fu-berlin.de/doc/iso/iso3166-countrycodes.txt,,,,,,,,,,,,,,
!   another: http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
!   CD = 2 letter state (province) abbreviation,,,,,,,,,,,,,,
!   STATION = 16 character station long name,,,,,,,,,,,,,,
!   ICAO = 4-character international id,,,,,,,,,,,,,,
!   IATA = 3-character (FAA) id,,,,,,,,,,,,,,
!   SYNOP = 5-digit international synoptic number,,,,,,,,,,,,,,
!   LAT = Latitude (degrees minutes),,,,,,,,,,,,,,
!   LON = Longitude (degree minutes),,,,,,,,,,,,,,
!   ELEV = Station elevation (meters),,,,,,,,,,,,,,
!   M = METAR reporting station.   Also Z=obsolete? site,,,,,,,,,,,,,,
!   N = NEXRAD (WSR-88D) Radar site,,,,,,,,,,,,,,
"!   V = Aviation-specific flag (V=AIRMET/SIGMET end point, A=ARTCC T=TAF U=T+V)",,,,,,,,,,,,,,
!   U = Upper air (rawinsonde=X) or Wind Profiler (W) site,,,,,,,,,,,,,,
"!   A = Auto (A=ASOS, W=AWOS, M=Meso, H=Human, G=Augmented) (H/G not yet impl.)",,,,,,,,,,,,,,
!   C = Office type F=WFO/R=RFC/C=NCEP Center,,,,,,,,,,,,,,
!   Digit that follows is a priority for plotting (0=highest),,,,,,,,,,,,,,
!   Country code (2-char) is last column,,,,,,,,,,,,,,
!        1         2         3         4         5         6         7         8,,,,,,,,,,,,,,
!23456789012345678901234567890123456789012345678901234567890123456789012345678901234567890,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CD,STATION,ICAO,IATA,SYNOP,LAT,LONG,ELEV,M,N,V,U,A,C,country
NE,OFFUTT AFB/BELLE,KOFF,OFF,72554,41 07N,095 55W,308,X,,T,,,4,US
NE,OFFUTT/AFWA,KGWC,,,41 07N,095 55W,319,,,,,,8,US
NE,OGALLALA,KOGA,OGA,,41 07N,101 46W,991,X,,,,,7,US
NE,OMAHA/EPPLEY,KOMA,OMA,72550,41 19N,095 54W,299,X,,T,,A,2,US
NE,OMAHA/MILLARD,KMLE,MIQ,,41 12N,096 07W,318,X,,,,W,7,US
NE,OMAHA/VALLEY/88D,KOAX,,72558,41 19N,096 22W,350,,X,,X,,F 8,US
NE,OMAHA VOR,KOVR,,,41 10N,095 44W,312,,,V,,,8,US
NE,O'NEILL,KONL,ONL,,42 28N,098 41W,619,X,,V,,,6,US
NE,ORD/SHARP FIELD,KODX,,,41 37N,098 57W,628,X,,,,,7,US
NE,PAWNEE CITY,KPWE,,,40 12N,096 12W,415,,,V,,,8,US
NE,PLATTSMOUTH MUNI,KPMV,,,40 57N,095 55W,365,X,,,,,8,US
NE,SCOTTSBLUFF,KBFF,BFF,72566,41 52N,103 36W,1204,X,,U,,A,6,US
NE,SIDNEY,,,72563,41 06N,102 59W,1307,Z,,,,,8,US
NE,SIDNEY,KSNY,SNY,72561,41 06N,102 59W,1307,X,,U,,A,6,US
NE,TEKAMAH,KTQE,,,41 46N,096 11W,312,X,,,,A,7,US
NE,THEDFORD/LBF/88D,KLNX,LNX,,41 57N,100 35W,905,,X,,,,8,US
NE,THEDFORD/THOMAS,KTIF,,,41 58N,100 34W,888,X,,,,W,7,US
NE,VALENTINE,KVTN,VTN,72567,42 52N,100 33W,790,X,,T,,A,1,US
NE,WAHOO,KAHQ,,,41 14N,096 36W,372,X,,,,W,7,US
NE,WAYNE MUNI,KLCG,,,42 15N,096 59W,434,X,,,,W,7,US
NE,WEBSTER CNTY/88D,KUEX,UEX,,40 19N,098 27W,602,,X,,,,8,US
NE,WOLBACH (VOR),KOBH,,,41 23N,098 21W,670,,,V,,,8,US
NE,YORK,KJYR,,,40 54N,097 37W,508,X,,,,W,7,US
NH,BERLIN,KBML,BML,72616,44 35N,071 11W,344,X,,,,A,7,US
NH,CONCORD,KCON,CON,72605,43 12N,071 30W,102,X,,U,,A,6,US
NH,DIAMOND LAKE,K8B2,,,44 57N,071 19W,678,Z,,,,,8,US
NH,ISLE OF SHOALS,,,99427,42 58N,070 22W,13,Z,,,,,8,US
NH,JAFFREY,KAFN,AFN,,42 48N,072 00W,308,X,,,,A,7,US
NH,KEENE/DILLANT,KEEN,EEN,,42 53N,072 16W,143,X,,,,W,7,US
NH,LACONIA MUNI,KLCI,LCI,,43 34N,071 25W,166,X,,,,W,7,US
NH,LEBANON,KLEB,LEB,,43 38N,072 18W,169,X,,T,,A,6,US
NH,MANCHESTER,KMHT,MHT,,42 56N,071 26W,68,X,,T,,A,6,US
NH,MOUNT WASHINGTON,KMWN,,72613,44 16N,071 18W,1911,X,,,,,7,US
NH,NASHUA/ARTCC-BOS,KZBW,ZBW,,42 44N,071 29W,61,,,A,,,8,US
NH,NASHUA/BOIRE FLD,KASH,ASH,,42 47N,071 31W,56,X,,,,,7,US
NH,NORTH GROTON,KNGR,,,43 46N,071 52W,390,Z,,,,,8,US
NH,PLYMOUTH,K1P1,,,43 47N,071 45W,155,X,,,,,7,US
NH,PORTSMOUTH/PEASE,KPSM,PSM,,43 05N,070 49W,34,X,,T,,,6,US
NH,ROCHESTER,K6B1,,,43 17N,070 55W,100,Z,,,,,8,US
NH,ROCHESTER,KDAW,,,43 17N,070 55W,100,X,,,,A,7,US
NH,TAMWORTH,KTMW,,,43 54N,071 18W,241,Z,,,,,8,US
NH,WHITEFIELD,KHIE,HIE,,44 22N,071 33W,321,X,,T,,A,7,US
NJ,ALEXANDRIA,KN85,,,40 35N,075 01W,146,X,,,,W,7,US
NJ,ANDOVER,K12N,,,41 01N,074 44W,178,X,,,,A,7,US
NJ,ATLANTIC CITY,KACY,ACY,72407,39 27N,074 34W,18,X,,T,,A,4,US
NJ,BELMAR/FARMDALE,KBLM,BLM,,40 10N,074 07W,45,X,,,,,7,US
NJ,BLAIRSTOWN,K1N7,,,40 58N,075 00W,113,X,,,,W,7,US
NJ,CALDWELL,KCDW,CDW,,40 53N,074 17W,52,X,,,,A,7,US
NJ,COYLE VOR,KCYN,,,39 49N,074 26W,70,,,V,,,8,US
NJ,CROSS KEYS,K17N,,,39 42N,075 02W,49,X,,,,W,7,US
NJ,HAMMONTON,KN81,,,39 40N,074 45W,20,X,,,,W,7,US
NJ,LAKEHURST NAS,KNEL,NEL,72409,40 02N,074 20W,26,X,,,,,7,US
NJ,LAKEWOOD,KN12,,,40 04N,074 11W,13,X,,,,W,7,US
NJ,LINCOLN PARK,KN07,,,40 57N,074 19W,56,X,,,,W,7,US
NJ,LINDEN,KLDJ,LDJ,,40 37N,074 15W,6,X,,,,W,8,US
NJ,LUMBERTON,KN14,,,39 56N,074 48W,15,X,,,,W,7,US
NJ,MANCHESTER 88D,KDIX,DIX,,39 57N,074 25W,45,,X,,,,8,US
NJ,MANVILLE,K47N,,,40 31N,074 36W,26,X,,,,W,7,US
NJ,MILLVILLE,KMIV,MIV,,39 22N,075 05W,18,X,,T,,A,6,US
NJ,MORRISTOWN MUNI,KMMU,MMU,,40 47N,074 25W,55,X,,,,,7,US
NJ,MOUNT HOLLY,KVAY,LLY,,39 56N,074 50W,15,X,,,,A,7,US
NJ,MT HOLLY/PHL/WFO,KPHI,PHI,,40 01N,074 49W,4,,,,,,F 8,US
NJ,NEWARK,KEWR,EWR,72502,40 41N,074 10W,2,X,,T,,A,2,US
NJ,NEW BRUNSWICK,KNBK,,,40 29N,074 26W,5,Z,,,,,8,US
NJ,OCEAN CITY,K26N,,,39 16N,074 36W,2,X,,,,W,7,US
NJ,OLD BRIDGE,K3N6,,,40 20N,074 21W,27,X,,,,W,7,US
NJ,PITTSTOWN,KN40,,,40 34N,074 59W,171,X,,,,W,7,US
NJ,PRINCETON,K39N,,,40 24N,074 40W,39,X,,,,W,7,US
NJ,ROBBINSVILLE,KN87,,,40 13N,074 36W,36,X,,,,W,7,US
NJ,SANDY HOOK CGS,K56N,,,40 28N,074 01W,5,Z,,,,,8,US
NJ,SEA ISLE VOR,KSIE,,,39 06N,074 48W,30,,,V,,,8,US
NJ,SOMERVILLE,KN52,,,40 37N,074 40W,30,Z,,,,,8,US
NJ,SOMERVILLE,KSJB,,,40 37N,074 40W,30,Z,,,,,8,US
NJ,SOMERVILLE,KSMQ,,,40 37N,074 40W,30,X,,,,A,7,US
NJ,SPARTA VOR,KSAX,,,41 04N,074 32W,30,,,V,,,8,US
NJ,SUSSEX,KFWN,,,41 12N,074 38W,129,X,,,,A,7,US
NJ,SUSSEX,KN63,,,41 12N,074 36W,119,Z,,,,,8,US
NJ,TETERBORO,KTEB,TEB,,40 52N,074 03W,3,X,,T,,A,6,US
NJ,TOMS RIVER,KMJX,MJX,,39 56N,074 18W,22,X,,,,,8,US
NJ,TRENTON,KTTN,TTN,,40 17N,074 49W,58,X,,T,,A,7,US
NJ,WEST MILFORD,K4N1,,,41 08N,074 21W,241,X,,,,W,7,US
NJ,WILDWOOD,KWWD,WWD,,39 01N,074 55W,4,X,,,,W,7,US
NJ,WOODBINE MUNI,KOBI,,,39 13N,074 48W,13,X,,,,,8,US
NJ,WRIGHTST/MCGUIRE,KWRI,WRI,,40 01N,074 35W,35,X,,T,,,6,US
NM,ALAMOGORDO WHITE,KALM,ALM,,32 50N,105 59W,1267,X,,S,,,6,US
NM,ALBUQUERQU/ARTCC,KZAB,ZAB,,35 10N,106 34W,1621,,,A,,,8,US
NM,ALBUQUERQUE/88D,KABX,ABX,,35 09N,106 49W,1789,,X,,,,8,US
NM,ALBUQUERQUE,KABQ,ABQ,72365,35 03N,106 37W,1620,X,,U,X,A,F 0,US
NM,ANGEL FIRE,KAXX,AXX,,36 25N,105 17W,2543,X,,,,,8,US
NM,ARTESIA,KATS,ATS,,32 51N,104 28W,1073,X,,,,,7,US
NM,AZTEC PROFILER,,AZC,74630,36 49N,107 54W,1902,,,,W,,8,US
NM,BELEN,KBRG,,,34 39N,106 50W,1585,X,,,,,8,US
NM,BELEN,KE80,,,34 39N,106 50W,1582,X,,,,,8,US
NM,CANNON AFB/88D,KFDX,FDX,,34 38N,103 37W,1417,,X,,,,8,US
NM,CANNON AFB/CLOVI,KCVS,CVS,,34 22N,103 19W,1305,X,,T,,,4,US
NM,CARLSBAD,KCNM,CNM,,32 20N,104 15W,993,X,,T,,A,6,US
NM,CHAMA (AWRS),KE33,,,36 53N,106 34W,2393,X,,,,,7,US
NM,CHISUM/ROSWELL,KCME,,,33 20N,104 37W,1150,,,V,,,8,US
NM,CIMARRON (VOR),KCIM,,,36 29N,104 52W,2183,,,V,,,8,US
NM,CLAYTON,KCAO,CAO,72360,36 27N,103 09W,1517,X,,,,A,7,US
NM,CLINES CORNERS,KCQC,,,35 00N,105 40W,2163,X,,,,A,7,US
NM,CLINES CORNERS,KP70,,,34 55N,105 34W,2109,Z,,,,,8,US
NM,CLOVIS MUNI,KCVN,CVN,,34 25N,103 04W,1278,X,,,,W,7,US
NM,CORONA/LINCOLN,K4CR,,,34 06N,105 40W,1981,X,,,,,7,US
NM,DEMING,KDMN,DMN,,32 16N,107 43W,1310,X,,U,,A,6,US
NM,DOUBLE EAGLE II,KAEG,,,35 08N,106 48W,1771,X,,T,,,7,US
NM,FARMINGTON,KFMN,FMN,,36 45N,108 14W,1677,X,,T,,A,6,US
NM,FT UNION/VEGAS,KFTI,,,35 39N,105 08W,2094,,,V,,,8,US
NM,GALLUP,KGUP,GUP,,35 31N,108 48W,1972,X,,T,,A,6,US
NM,GRANTS,KGNT,GNT,,35 10N,107 54W,1988,X,,,,A,7,US
NM,HOBBS/INDUST,KHBB,,,32 46N,103 13W,1130,X,,,,,7,US
NM,HOBBS/LEA CO.,KHOB,HOB,,32 40N,103 13W,1112,X,,T,,,6,US
NM,HOLLOMAN AFB,KHMN,HMN,74732,32 51N,106 06W,1240,X,,T,Z,,4,US
NM,KIRTLAND AFB-ABQ,KIKR,,,35 03N,106 36W,1613,,,T,,,8,US
NM,LAS CRUCES INTL,KLRU,LRU,,32 17N,106 55W,1355,X,,T,,,7,US
NM,LAS VEGAS,KLVS,LVS,,35 39N,105 08W,2095,X,,T,,A,3,US
NM,LORDSBURG,KLSB,LSB,,32 20N,108 42W,1308,X,,,,W,8,US
NM,LOS ALAMOS,KLAM,LAM,,35 52N,106 16W,2166,X,,,,,4,US
NM,MCGREGOR RANGE,KM63,,,32 04N,106 09W,1256,X,,,,W,8,US
NM,MELROSE G RANGE,K4MR,,74638,34 18N,103 48W,1339,X,,,,,8,US
NM,MORIARTY,K0E0,,,34 59N,106 00W,1887,X,,,,W,7,US
NM,MORIARTY,K4MY,,,34 59N,106 00W,1890,X,,,,,7,US
NM,RATON,KRTN,RTN,,36 44N,104 30W,1939,X,,,,A,7,US
NM,RATTLESNAKE-FMN,KRSK,,,36 45N,108 06W,1775,,,V,,,8,US
NM,ROSWELL,KROW,ROW,72268,33 18N,104 30W,1105,X,,T,,A,4,US
NM,SANTA FE,KSAF,SAF,,35 37N,106 06W,1918,X,,T,,A,1,US
NM,SANTA ROSA,KSXU,,,34 56N,104 39W,1465,X,,,,,8,US
NM,SANTA TERESA/88D,KEPZ,EPZ,72364,31 52N,106 42W,1251,,X,,X,,F 8,US
NM,SANTA TERESA,K5T6,,,31 53N,106 42W,1253,X,,,,W,8,US
NM,SANTA TERESA,KDNA,,,31 53N,106 42W,1254,X,,,,W,8,US
NM,SIERRA B/RUIDOSO,KSRR,RUI,,33 28N,105 31W,2063,X,,,,,7,US
NM,SILVER CITY,KSVC,SVC,72272,32 38N,108 09W,1638,X,,,,W,8,US
NM,SOCORRO,KONM,ONM,72362,34 01N,106 54W,1467,X,,,,,8,US
NM,SPACEPORT AMERIC,K0A0,,,32 59N,106 58W,1401,X,,,,,7,US
NM,TAOS(AWRS),KE23,,,36 25N,105 34W,2123,Z,,,,,8,US
NM,TAOS MUNI APT,KSKX,TSM,,36 27N,105 40W,2163,X,,,,W,7,US
NM,TORREON/CUBA,K4SL,,,35 47N,107 10W,2106,X,,,,,7,US
NM,TRUTH OR CONSEQ.,KTCS,TCS,72271,33 14N,107 16W,1471,X,,U,,A,6,US
NM,TUCUMCARI,KTCC,TCC,,35 11N,103 36W,1233,X,,U,,A,6,US
NM,TUCUMCARI PROFIL,,TCU,74731,35 04N,103 35W,1241,,,,W,,8,US
NM,WHITE SANDS,KE28,,74733,32 56N,106 25W,1192,Z,,,,,8,US
NM,WHITE SANDS PROF,,WSM,74629,32 23N,106 20W,1224,,,,W,,8,US
NM,WHITE SANDS TEST,K2C2,,74734,32 22N,106 28W,1244,X,,,,,3,US
NM,W SANDS/HOLLOMAN,KHDX,HDX,,33 05N,106 07W,1287,,X,,,,8,US
NM,ZUNI PUEBLO,KZUN,,,35 05N,108 47W,1972,Z,,,,,8,US
NV,AUSTIN,KTMT,,,39 28N,117 12W,1748,X,,,,,7,US
NV,AUSTIN,KU31,,,39 30N,117 04W,2014,X,,,,,7,US
NV,BATTLE MOUNTAIN,KB23,,,40 36N,116 52W,1381,X,,,,,7,US
NV,BATTLE MTN (VOR),KBAM,BAM,,40 36N,116 52W,1381,X,,V,,,8,US
NV,BEATTY,KBTY,BTY,,36 48N,116 44W,892,,,V,,,8,US
NV,BOULDER CITY,KBVU,,,35 57N,114 52W,654,X,,,,W,8,US
NV,CALIENTE,KP38,,72487,37 37N,114 32W,1333,Z,,,,,8,US
NV,CARSON CITY,KCXP,CSN,,39 11N,119 44W,1431,X,,T,,W,8,US
NV,COALDALE (VOR),KOAL,,,38 00N,117 46W,1600,,,V,,,8,US
NV,DESERT R/MERCURY,KDRA,DRA,72387,36 37N,116 02W,988,X,,T,Z,A,5,US
NV,ELKO,KEKO,EKO,,40 49N,115 47W,1541,X,,T,,A,3,US
NV,ELKO/LANDER 88D,KLRX,LRX,,40 44N,116 48W,2056,,X,,,,8,US
NV,ELKO/WFO,KLKN,LKN,72582,40 52N,115 43W,1608,,,,X,,F 8,US
NV,ELY,KELY,ELY,72486,39 18N,114 51W,1906,X,,U,,A,3,US
NV,EUREKA,K05U,,,39 36N,116 00W,1813,X,,,,A,7,US
NV,EUREKA,KP68,,,39 36N,116 00W,1813,X,,,,,9,US
NV,FALLON NAS,KNFL,NFL,,39 25N,118 42W,1199,X,,T,,,6,US
NV,HAWTHORNE,KHTH,HTH,,38 33N,118 38W,1281,X,,,,,8,US
NV,INDIAN SPRINGS,KINS,INS,,36 35N,115 41W,954,X,,T,,,8,US
NV,INDIAN SPRINGS,KL76,,69018,36 32N,115 34W,1153,Z,,,,,8,US
NV,IND SPRNG RANGE,KL63,,69017,36 31N,115 34W,972,X,,,,,7,US
NV,JACKPOT,K06U,,,41 59N,114 39W,1589,Z,,,,,8,US
NV,LAS VEGAS,KLAS,LAS,72386,36 04N,115 10W,662,X,,U,,A,2,US
NV,LAS VEGAS/NELLIS,KLSV,LSV,,36 14N,115 03W,563,X,,T,,,6,US
NV,LAS VEGAS/NELSON,KESX,ESX,,35 42N,114 53W,1483,,X,,,,8,US
NV,LAS VEGAS/WFO,KVEF,VEF,72388,36 03N,115 11W,694,,,,X,,F 8,US
NV,LOVELOCK,KLOL,LOL,,40 04N,118 34W,1191,X,,T,,A,6,US
NV,MINDEN,KMEV,MEV,,38 59N,119 45W,1437,X,,T,,,6,US
NV,NORTH LAS VEGAS,KVGT,VGT,,36 13N,115 12W,664,X,,T,,,6,US
NV,OWYHEE,KOWY,,72587,41 57N,116 06W,1645,Z,,,,,8,US
NV,RENO,KRNO,RNO,72488,39 30N,119 46W,1344,X,,T,,A,2,US
NV,RENO/STEAD,KRTS,,,39 40N,119 53W,1537,X,,,,,8,US
NV,RENO(VOR),KFMG,,,39 32N,119 39W,1342,,,V,,,8,US
NV,RENO/WASHOE CTY,KRGX,RGX,,39 45N,119 28W,2530,,X,,,,8,US
NV,RENO/WFO,KREV,REV,72489,39 34N,119 48W,1516,,,,X,,F 8,US
NV,TONOPAH,KTPH,TPH,,38 03N,117 05W,1647,X,,T,,A,0,US
NV,TONOPAH MILITARY,KTNX,XSD,,37 47N,116 46W,1691,Z,,,,,8,US
NV,TONOPAH RANGE74,KBJN,,,37 37N,116 16W,1813,X,,,,,8,US
NV,VEGAS/HENDERSON,KHND,HSH,,35 59N,115 08W,740,X,,T,,,6,US
NV,WELLS,K9BB,,,41 06N,114 58W,1723,X,,,,,7,US
NV,WILDHORSE RES/EL,KAWH,,,41 40N,115 46W,1902,X,,,,,7,US
NV,WILSON CREEK,KILC,,,38 15N,114 23W,2840,,,V,,,8,US
NV,WINNEMUCCA,KWMC,WMC,72583,40 54N,117 48W,1311,X,,T,,A,3,US
NV,YUCCA FLAT,KUCC,UCC,72385,36 57N,116 03W,1195,,,,,,8,US
NV,YUCCA FLATS,KYUC,,,36 57N,116 02W,1198,,,,,,8,US
NY,ALBANY/E. BERNE,KENX,ENX,,42 35N,074 04W,557,,X,,,,8,US
NY,ALBANY,KALB,ALB,72518,42 45N,073 48W,82,X,,U,X,A,3,US
NY,ALBANY/WFO,KALY,ALY,,42 45N,073 48W,88,,,,,,F 8,US
NY,AMBROSE,KN28,,74499,40 27N,073 11W,26,Z,,,,,8,US
NY,AMBROSE (LGT-SH,,,99410,40 28N,073 10W,1,Z,,,,,8,US
NY,BATAVIA,KGVQ,,,43 02N,078 10W,279,X,,,,,8,US
NY,BINGHAMTON,KBGM,BGM,72515,42 13N,075 59W,485,X,X,T,,A,F 3,US
NY,BOONVILLE,K1B8,,,43 27N,075 21W,482,Z,,,,,8,US
NY,BROOKHAVEN/KBNL,,,74498,40 48N,073 18W,20,,,,,,8,US
NY,BROOKHAVEN,KHWV,WSH,,40 49N,072 52W,20,X,,,,A,7,US
NY,BROOKHAVEN/UPTON,KOKX,OKX,72501,40 52N,072 52W,26,,X,,X,,F 8,US
NY,BUFFALO/CHEEKTOW,KBUF,BUF,72528,42 56N,078 44W,217,X,X,U,X,A,F 0,US
NY,CANANDAIGUA,KD38,,,42 54N,077 19W,248,X,,,,W,8,US
NY,CANANDAIGUA,KIUA,,,42 55N,77 20W,248,X,,,,,7,US
NY,COLDEN,KCOL,,,42 40N,078 41W,312,Z,,,,,8,US
NY,COOPERSTOWN,KCOO,,,42 42N,074 55W,378,Z,,,,,8,US
NY,CORTLAND,KN03,,,42 36N,076 13W,361,X,,,,W,8,US
NY,DANSVILLE,KDSV,DSV,,42 34N,077 43W,195,X,,,,A,7,US
NY,DUNKIRK,KDKK,DKK,,42 30N,079 17W,205,X,,,,A,7,US
NY,EAST HAMPTON,KHTO,HTO,,40 57N,072 15W,10,X,,V,,,6,US
NY,EAST HAMPTON,KJPX,,,40 57N,072 15W,10,X,,V,,,6,US
NY,ELLENBURG DEPOT,KELB,,,44 54N,073 48W,262,Z,,,,,8,US
NY,ELMIRA,KELM,ELM,,42 09N,076 54W,287,X,,T,,A,6,US
NY,ENDICOTT/TRI-CIT,KCZG,,,42 05N,076 06W,254,X,,,,W,8,US
NY,FARMINGDALE,KFRG,FRG,,40 44N,073 25W,23,X,,,,A,7,US
NY,FORT DRUM/88D,KTYX,TYX,,43 45N,075 41W,562,,X,,,,8,US
NY,FORT DRUM/WHEELE,KGTB,,74370,44 04N,075 43W,206,X,,T,,,6,US
NY,FULTON,KFZY,,,43 21N,076 23W,143,X,,,,A,7,US
NY,FULTON/OSWEGO CT,KN00,,,43 21N,076 23W,145,Z,,,,,8,US
NY,GALLOO ISLAND,,,99432,43 52N,076 34W,76,Z,,,,,8,US
NY,GLENS FALLS,KGFL,GFL,,43 20N,073 37W,99,X,,T,,A,6,US
NY,GRIFFISS AFB/88D,KRMX,RMX,,43 28N,075 27W,154,,X,,,,8,US
NY,HAMILTON MUNICIP,KVGC,,,42 51N,075 34W,346,X,,,,W,8,US
NY,HANCOCK VOR,KHNK,,,42 04N,075 19W,690,,,V,,,8,US
NY,HORNELL,K4G6,,,42 23N,077 41W,372,X,,,,W,8,US
NY,HUDSON/COLUMBIA,K1B1,,,42 17N,073 43W,60,X,,,,W,9,US
NY,ISLIP,KISP,ISP,,40 48N,073 06W,25,X,,T,,A,4,US
NY,ITHACA/TOMPKINS,KITH,ITH,,42 29N,076 27W,338,X,,T,,,6,US
NY,JAMESTOWN,KJHW,JHW,,42 09N,079 16W,520,X,,U,,W,6,US
NY,JOHNSTOWN,KNY0,,,42 59N,074 20W,266,X,,,,,7,US
NY,MALONE,KMAL,,,44 51N,074 18W,268,Z,,,,,8,US
NY,MANHATTAN/DWNTWN,KJRB,,,40 42N,074 01W,2,X,,,,W,8,US
NY,MASSENA,KMSS,MSS,,44 56N,074 51W,60,X,,U,,A,6,US
NY,MONTAUK,KMTP,MTP,,41 04N,071 55W,2,X,,,,A,7,US
NY,MONTGOMERY,KMGJ,MGJ,,41 31N,074 16W,106,X,,,,A,7,US
NY,MONTICELLO,KMSV,MSV,,41 42N,074 47W,427,X,,,,W,7,US
NY,NEWBURGH/STEWART,KSWF,SWF,,41 30N,074 05W,139,X,,T,,,6,US
NY,NEW YORK/ARTCC,KZNY,ZNY,,40 48N,073 06W,48,,,A,,,8,US
NY,NIAGARA FALLS,KIAG,IAG,,43 07N,078 56W,179,X,,T,,A,4,US
NY,NORWICH,KOIC,OIC,,42 34N,075 31W,311,X,,,,W,8,US
NY,NYC/CENTRAL PARK,KNYC,,,40 47N,073 58W,33,X,,,,A,7,US
NY,NYC/JFK ARPT,KJFK,JFK,74486,40 38N,073 46W,3,X,,U,,A,1,US
NY,NYC/LA GUARDIA,KLGA,LGA,72503,40 47N,073 53W,9,X,,T,,A,1,US
NY,OGDENSBURG INTL,KOGS,OGS,,44 40N,075 28W,88,X,,,,,7,US
NY,OLEAN,KOLE,OLE,,42 14N,078 22W,651,X,,,,W,8,US
NY,ONEONTA,KOZX,,,42 23N,075 09W,351,Z,,,,,8,US
NY,PENN YAN,KPEO,,,42 39N,077 03W,268,X,,,,A,7,US
NY,PISECO LAKE,KPIC,,,43 27N,074 32W,527,Z,,,,,8,US
NY,PLATTSBURGH AFB,KPBG,PBG,,44 39N,073 28W,61,X,,T,,,8,US
NY,PLATTSBURGH,KPLB,,,44 41N,073 32W,106,X,,V,,A,6,US
NY,POTSDAM,KPTD,,,44 41N,074 57W,144,X,,,,W,8,US
NY,POUGHKEEPSIE,KPOU,POU,,41 38N,073 53W,45,X,,T,,A,4,US
NY,ROCHESTER,KROC,ROC,72529,43 07N,077 41W,166,X,,T,,A,6,US
NY,ROME/GRIFFISS AF,KRME,RME,,43 13N,075 24W,146,X,,T,,,7,US
NY,SARANAC LAKE,KSLK,SLK,,44 24N,074 12W,502,X,,T,,A,6,US
NY,SARATOGA SPRINGS,K5B2,,,43 03N,073 52W,132,X,,,,W,8,US
NY,SCHENECTADY AIRP,KSCH,SCH,,42 51N,073 55W,100,X,,,,,7,US
NY,SIDNEY,KN23,,,42 18N,075 25W,313,X,,,,W,8,US
NY,SKANEATELES,K6B9,,,42 55N,076 26W,306,X,,,,,7,US
NY,SLIDE MOUNTAIN,KSLD,,,41 58N,074 21W,610,Z,,,,,8,US
NY,STORMVILLE,KSTM,,,41 32N,073 44W,279,Z,,,,,8,US
NY,SYRACUSE,,,74379,43 07N,076 05W,122,,,W,,,8,US
NY,SYRACUSE,KSYR,SYR,72519,43 07N,076 06W,125,X,,U,,A,3,US
NY,UTICA,KUCA,,,43 09N,075 23W,228,X,,T,,A,4,US
NY,WARSAW,KWRS,,,42 41N,078 12W,555,Z,,,,,8,US
NY,WATERTOWN,KART,ART,,43 59N,076 02W,100,X,,T,,A,6,US
NY,WELLSVILLE,KELZ,ELZ,,42 06N,077 59W,639,X,,,,A,7,US
NY,WESTHAMPTON BEAC,KFOK,FOK,,40 51N,072 37W,13,X,,,,A,7,US
NY,WHITE PLAINS,KHPN,HPN,,41 04N,073 42W,113,X,,T,,A,6,US
NY,WILLIAMSON/SODUS,KSDC,,,43 14N,077 07W,127,X,,,,W,8,US
OH,AKRON (FULTON),KAKR,AKC,,41 02N,081 28W,319,X,,,,A,7,US
OH,AKRON,KCAK,CAK,72521,40 55N,081 27W,369,X,,T,,A,6,US
OH,APPLETON,KAPE,,,40 09N,082 35W,453,,,V,,,8,US
OH,ASHTABULA,K7G2,,,41 47N,080 42W,276,Z,,,,,8,US
OH,ASHTABULA,KHZY,JFN,,41 47N,080 42W,279,X,,,,A,7,US
OH,ASHTABULA,KSHI,,,41 47N,080 42W,276,Z,,,,,8,US
OH,ATHENS,KUNI,ATO,,39 13N,082 14W,232,X,,,,,8,US
OH,BATAVIA,KI69,,,39 05N,084 13W,238,X,,,,,7,US
OH,BELLAIRE VOR,KAIR,,,40 01N,080 49W,430,,,V,,,8,US
OH,BELLEFONTAINE,KEDJ,,,40 22N,083 49W,341,X,,,,,8,US
